tweet_id,intent,route,action,reason,final_draft,unsupported,quality_flags,n_usable,chars
2135688,software_feature_defect,grounded,auto_handle,"grounded:thread=1625354,rank=0,gated_score=0.69",Try turning off Auto-Brightness. This might resolve the issue with your screen brightness adjusting on its own.,[],[],3,111
1795999,software_feature_defect,grounded,auto_handle,"grounded:thread=2980711,rank=0,gated_score=0.69",We recently released an iOS update that contains a fix for alarm issues. Back up your device prior to updating and follow the steps to reset your alarm clock.,[],[],3,158
1703006,software_feature_defect,grounded,auto_handle,"grounded:thread=2269985,rank=0,gated_score=0.79","Restart your Apple Watch and check if the issue persists. If so, try restarting your iPhone as well.",[],[],5,100
1906548,software_feature_defect,grounded,auto_handle,"grounded:thread=771738,rank=0,gated_score=0.72",Try unplugging and replugging your headphones to see if that resolves the issue.,[],[],4,80
2082904,software_feature_defect,grounded,auto_handle,"grounded:thread=330956,rank=1,gated_score=0.92","We know it's important to stay in touch. We recommend checking your phone's settings to ensure that ""Do Not Disturb"" is turned off.",['feature:Do Not Disturb'],[],3,131
1371899,software_feature_defect,grounded,auto_handle,"grounded:thread=2277986,rank=0,gated_score=0.81","Have you tried the steps titled ""If your Apple Pencil won't pair with your iPad Pro""?",[],[],5,85
2692851,software_feature_defect,grounded,auto_handle,"grounded:thread=902806,rank=0,gated_score=0.79",We'd love to help with your iPhone's camera. Let us know if the steps in this guide make a difference.,[],[],3,102
1524113,software_feature_defect,grounded,auto_handle,"grounded:thread=1599703,rank=0,gated_score=0.93",We can help. Check out the steps to address this concern and DM us if we can help further.,[],[],4,90
188494,software_feature_defect,grounded,auto_handle,"grounded:thread=631580,rank=0,gated_score=0.68","To adjust the alarm volume, go to Settings > Sounds & Haptics > Ringtone Volume.",['path:Settings > Sounds & Haptics > Ringtone Volume'],[],4,80
2921538,software_feature_defect,grounded,auto_handle,"grounded:thread=11662,rank=0,gated_score=0.80","If you're having trouble with Face ID, try adjusting your settings by going to Settings > Face ID & Passcode and selecting ""Reset Face ID"".",['path:Settings > Face ID & Passcode and selecting'],[],4,139
1895457,software_feature_defect,grounded,auto_handle,"grounded:thread=358933,rank=1,gated_score=0.66",Let's see if auto-brightness is turned on.,[],[],1,42
2060125,software_feature_defect,grounded,auto_handle,"grounded:thread=2625356,rank=0,gated_score=0.77","We'd love to help. Let's complete the steps listed here: Restart your iPhone, then go to Settings > General > iPhone Storage and check for any issues.",['path:Settings > General > iPhone Storage and check for any issues'],[],4,150
742546,software_feature_defect,grounded,auto_handle,"grounded:thread=1898084,rank=0,gated_score=0.77",Try restarting your iPhone by pressing and holding the Sleep/Wake button and the Volume Down button at the same time.,[],[],5,117
2016335,software_feature_defect,grounded,auto_handle,"grounded:thread=2143400,rank=0,gated_score=0.71",Let’s work together to get your iPhone working again. Tell us what happens when you try to make calls.,[],[],5,102
587004,software_feature_defect,grounded,auto_handle,"grounded:thread=685810,rank=0,gated_score=0.79",We can take a look into this for you. Have you tried all the steps outlined in the article?,[],[],2,91
2005377,software_feature_defect,grounded,auto_handle,"grounded:thread=2373302,rank=2,gated_score=0.78",Restart your iPhone and see if that helps with the issue.,[],[],2,57
1905442,software_feature_defect,grounded,auto_handle,"grounded:thread=553580,rank=0,gated_score=0.66",We recommend backing up your device and following the steps to reset all settings. This may resolve the issue with the crop tool in Photos.,[],[],5,139
2709963,software_feature_defect,grounded,auto_handle,"grounded:thread=1672690,rank=1,gated_score=0.70",We'd love to help. Does the issue persist with Wi-Fi and cellular data? Have you had a chance to restart the device?,[],[],1,116
1813793,software_feature_defect,grounded,auto_handle,"grounded:thread=1961428,rank=0,gated_score=0.75",Have you tried re-pairing your device from your vehicle?,[],[],5,56
2078114,software_feature_defect,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
693972,software_feature_defect,grounded,auto_handle,"grounded:thread=752988,rank=0,gated_score=0.78",We've made some changes in iOS 11 to the Control Center. Try resetting the Control Center by going to Settings > Control Center > Customize Controls.,['path:Settings > Control Center > Customize Controls'],[],2,149
1976012,software_feature_defect,grounded,auto_handle,"grounded:thread=2741973,rank=0,gated_score=0.88",Let's take a look & get this resolved. Do you use iCloud for your contacts? You can check by going to Settings > [your name] > iCloud and see if Contacts is selected.,[],[],3,166
2302322,software_feature_defect,grounded,auto_handle,"grounded:thread=1587396,rank=1,gated_score=0.66",We highly recommend submitting feature feedback about this issue.,[],[],4,65
2911752,software_feature_defect,grounded,auto_handle,"grounded:thread=2177320,rank=1,gated_score=0.74","We'd like to look into this with you. To get started, let us know which iPhone you have and the iOS version currently installed.",[],[],2,128
621804,software_feature_defect,grounded,auto_handle,"grounded:thread=2624907,rank=0,gated_score=0.75",Please tell us which version of iOS you have installed on your device.,[],[],1,70
1837040,software_feature_defect,grounded,auto_handle,"grounded:thread=255106,rank=0,gated_score=0.73",Check in Settings > General > About to see your iOS 11 version.,['path:Settings > General > About to see your iOS 11 version'],[],2,63
1813719,software_feature_defect,grounded,auto_handle,"grounded:thread=486136,rank=0,gated_score=0.70",Get the device up to date in Settings > General > Software Update.,['path:Settings > General > Software Update'],[],5,66
875145,software_feature_defect,grounded,auto_handle,"grounded:thread=2223797,rank=1,gated_score=0.71",We'd be happy to help. Let's start by checking if the voicemail transcription is enabled in Settings > Phone > Voicemail.,['path:Settings > Phone > Voicemail'],['narration'],1,121
2128185,software_feature_defect,grounded,auto_handle,"grounded:thread=2193352,rank=1,gated_score=0.84",escalate: no grounding found,[],[],3,28
2146590,software_feature_defect,grounded,auto_handle,"grounded:thread=856366,rank=1,gated_score=0.69",We'd like to look into what's going on with your iPhone. Which iOS are you running? Settings > General > About > Version,['path:Settings > General > About > Version'],[],3,120
1698419,software_feature_defect,grounded,auto_handle,"grounded:thread=2502036,rank=1,gated_score=0.79",Try restarting your router and your iPhone.,[],[],2,43
1795487,software_feature_defect,grounded,auto_handle,"grounded:thread=2499365,rank=0,gated_score=0.68",We'd like to help you with the Music Player issue. Have you tried disabling and re-enabling Bluetooth on your iPhone and then reconnecting to your car?,[],[],5,151
1048067,software_feature_defect,grounded,auto_handle,"grounded:thread=2519328,rank=0,gated_score=0.77","Let's try to draft a reply based on the grounding material.

Since the grounding material mentions a similar issue with an iPhone 6S on iOS 11.2 beta, and the steps to resolve the issue are not provided, we can only suggest a generic response.

However, since the customer is on an iPhone 6 Plus, we can try to provide a more specific response. Unfortunately, the grounding material does not provide any specific steps for the iPhone 6 Plus.

Here's a possible reply:

Try restarting your iPhone and then go to Settings > Phone > My Number and make sure it's",['path:Settings > Phone > My Number and make sure it'],"['over_length:558', 'narration']",4,558
2305962,software_feature_defect,grounded,auto_handle,"grounded:thread=1004451,rank=0,gated_score=0.63","Try booting in safe mode by holding the Shift key while starting up. If that works, try booting normally again.",['feature:Safe Mode'],[],3,111
2892015,software_feature_defect,grounded,auto_handle,"grounded:thread=2321214,rank=0,gated_score=0.74",Let's work on this so you can use your Music app again. Which iOS version are you currently running? Check Settings &gt; General &gt; About.,[],[],4,140
1748863,software_feature_defect,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
2138897,software_feature_defect,grounded,auto_handle,"grounded:thread=2043979,rank=0,gated_score=0.77","Try restarting your podcast app. If that doesn't work, check the iPhone User Guide for iOS 11 for additional troubleshooting steps.",[],[],5,131
1957446,software_feature_defect,grounded,auto_handle,"grounded:thread=2116346,rank=0,gated_score=0.84",Let us know if the steps here help: restart your iPhone and try updating again.,[],[],4,79
2545684,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=920898,rank=1,gated_score=0.72",We'd love to help. Can you tell us which iPhone model you're using and which version of iOS 11 you have installed?,[],[],3,114
656278,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=849991,rank=3,gated_score=0.70",What version of macOS is on this MacBook? Did you get an error code or error message?,[],[],1,85
228548,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2705786,rank=0,gated_score=0.79",What version of iOS are you on and which apps are running slowly?,[],[],4,65
1912959,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1368447,rank=0,gated_score=0.69",What type of issue are you having with your iPhone?,[],[],5,51
353659,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=81996,rank=0,gated_score=0.85",We're happy to help. Could you please tell us what specifically is not working on your phone?,[],[],5,93
48013,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1265767,rank=0,gated_score=0.90","@USER Let's help! Is the device freezing completely to unresponsive, or is it just performing slowly since updating?",[],[],5,116
2029457,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=696509,rank=0,gated_score=0.88",Which iPhone model are you using and what iOS version is it running?,[],[],5,68
1905436,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2031214,rank=0,gated_score=0.83",Can you tell us more about what's going on with your iPhone?,[],[],5,60
2007715,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2301166,rank=0,gated_score=0.87",We're here for you. Can you provide us details on what's happening?,[],[],4,67
1787993,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2943878,rank=0,gated_score=0.72",What iOS version are you currently using on your iPhone?,[],[],4,56
1163429,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2147763,rank=0,gated_score=0.82",We're happy to help. What is specifically not working on your iPhone?,[],[],4,69
2645654,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1647392,rank=1,gated_score=0.69",We're here to help. Can you tell us what specifically isn't working as expected on your Apple devices?,[],[],4,102
96973,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=210544,rank=1,gated_score=0.68",We're interested in getting your iPhone back on track. What specifically is failing or not working as expected?,[],[],2,111
1915990,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2675074,rank=1,gated_score=0.85",We'd like to look into this with you. Can you tell us a bit more about what's happening with your phone?,[],[],4,104
1508001,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2397021,rank=0,gated_score=0.72",What's specifically not working for you?,[],[],5,40
659510,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2728190,rank=0,gated_score=0.75",What specific issue are you seeing with your device currently?,[],[],5,62
2299848,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2207411,rank=0,gated_score=0.71",Can you tell us which version of iOS you're currently running and the model of your iPhone?,[],[],4,91
2363009,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2803418,rank=0,gated_score=0.86",We want to help resolve the issues you're experiencing with your iPhone. Could you briefly tell us what's specifically not working as expected?,[],[],4,143
2729052,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2207411,rank=0,gated_score=0.79",Can you tell us which apps or tasks are causing the slowdown on your iPhone 7+ and what version of iOS you're currently running?,[],[],3,128
152957,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=505139,rank=0,gated_score=0.75",Let's look into this together. Can you tell us what specifically is failing or not working as expected with your iPhone 6 after the latest update?,[],[],5,146
2212859,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=682108,rank=0,gated_score=0.86",What issues are you experiencing with your device?,[],[],5,50
2793215,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=945502,rank=0,gated_score=0.81",What iPhone model are you using? Is the freezing happening with a specific app or the whole device?,[],[],4,99
619495,general_complaint_nonactionable,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
1478047,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1721854,rank=0,gated_score=0.78",What's going on with your iPhone? Please provide more details on the issues you're experiencing so we can assist.,[],[],4,113
794470,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=790693,rank=1,gated_score=0.86",We'd like to look into what's going on. Can you tell us more about what's happening on your phone?,[],[],3,98
1989455,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1368451,rank=0,gated_score=0.81",We're here for you. Can you tell us in detail what's specifically not working the way you'd like with your iPhone 8?,[],[],5,116
2899056,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=40471,rank=2,gated_score=0.71",What issue(s) are you experiencing exactly?,[],[],2,43
2980242,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=127140,rank=0,gated_score=0.67",What specifically is failing with your background image on Twitter?,[],[],4,67
1838891,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2193287,rank=0,gated_score=0.71",We'd be happy to help. Can you tell us what specifically isn't working after your phone unlocks?,[],[],5,96
1790380,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2726938,rank=1,gated_score=0.72",What device model are you using and what issue(s) are you experiencing exactly?,[],[],1,79
1697327,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2360305,rank=1,gated_score=0.87",We'd love to help. Are you still having an issue with @BRAND or is there something specific that's not working as expected?,[],[],4,123
150002,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=868814,rank=1,gated_score=0.66","Were any recent changes made to your device, such as an upgrade or restore?",[],[],2,75
256736,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=945502,rank=0,gated_score=0.85",What iPhone model are you using? Is the freezing happening with a specific app or the whole device?,[],[],5,99
262612,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1432470,rank=0,gated_score=0.74",We want to help get your iPhone working properly. Which iOS and iPhone model are you using?,[],[],4,91
1833677,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=989694,rank=0,gated_score=0.80",We'd be happy to look into what's going on. Can you tell us more about what's happening with your iPhone?,[],[],5,105
2169713,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2126033,rank=0,gated_score=0.72",What specifically is failing with your iPhone 7?,[],[],5,48
1944282,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1524102,rank=0,gated_score=0.82",What's happening with your iPhone?,[],[],5,34
587012,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=998371,rank=0,gated_score=0.67",What's specifically failing on your iPhone? Is it an app freezing or the entire device?,[],[],4,87
1949743,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2143379,rank=0,gated_score=0.72","We'd like to help, but we'll need more details about what's happening. Also, what specifically is failing on your iPhone?",[],[],5,121
2500949,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1265767,rank=0,gated_score=0.71","Let's help! Is the device performing slowly since updating, or is it completely freezing to unresponsive?",[],[],3,105
264850,general_complaint_nonactionable,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
1846682,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=546651,rank=1,gated_score=0.72",What specifically is failing on your iPhone 6 that's prompting the update notification?,[],[],3,87
1931179,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2366181,rank=0,gated_score=0.74",Can you tell us what specifically is not working on your Mac?,[],[],2,61
1206086,general_complaint_nonactionable,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
935907,general_complaint_nonactionable,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
2355841,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2575330,rank=2,gated_score=0.61",We'd like to help you resolve the issue with your iPhone. Can you tell us what specifically is failing with the device that's shutting down all the time and the one that's only audible in speakerphone?,[],[],3,201
31963,general_complaint_nonactionable,escalate_override,escalate,safety_override:physical_or_hardware,,[],[],4,32
1989052,general_complaint_nonactionable,escalate_override,escalate,safety_override:physical_or_hardware,,[],[],5,32
1354057,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2366181,rank=0,gated_score=0.63",Can you tell us what specifically isn't working on your new computer?,[],[],1,69
867485,general_complaint_nonactionable,escalate_override,escalate,safety_override:physical_or_hardware,,[],[],4,32
1353647,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=1144192,rank=0,gated_score=0.62",We want to see how we can help. Are you experiencing delays in receiving notifications about your order being ready for pickup in the Apple Store?,[],[],1,146
646788,general_complaint_nonactionable,escalate_override,escalate,safety_override:physical_or_hardware,,[],[],1,32
2050583,general_complaint_nonactionable,grounded,auto_handle,"grounded:thread=2439759,rank=1,gated_score=0.79",What type of issues are you experiencing with your iPhone since updating to the latest software?,[],[],3,96
656660,general_complaint_nonactionable,no_usable_grounding,escalate,no_usable_grounding: zero of top-5 retrieval candidates passed gates G1-G4,,[],[],0,28
1583854,billing_account,grounded,auto_handle,"grounded:thread=2068241,rank=1,gated_score=0.62",We'd like to offer any help we can. Are you wanting to change store regions? Let us know via DM. We'll go from there.,[],[],1,117
2398162,billing_account,grounded,auto_handle,"grounded:thread=354077,rank=0,gated_score=0.59",We'd be happy to help you with your billing concern. Please contact our iTunes Store support team for assistance.,[],[],3,113
2320373,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],3,32
2062725,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],5,32
549597,billing_account,grounded,auto_handle,"grounded:thread=553555,rank=0,gated_score=0.68",Confirm your country for us in a DM and we'll continue.,[],[],4,55
1864265,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],5,32
604020,billing_account,grounded,auto_handle,"grounded:thread=1990869,rank=0,gated_score=0.78",We'd like to help you with your billing issue. Please DM us so we can assist you further.,[],[],5,89
1779373,billing_account,grounded,auto_handle,"grounded:thread=620096,rank=0,gated_score=0.73",We'd be happy to help with your Apple Music question. Please DM us so we can discuss your billing and account settings in more detail.,[],[],5,134
1402941,billing_account,grounded,auto_handle,"grounded:thread=1988538,rank=1,gated_score=0.66",We'd be happy to help. Please DM your iPhone model and country. We'll pick this conversation there.,[],[],1,99
1158023,billing_account,grounded,auto_handle,"grounded:thread=2710977,rank=0,gated_score=0.74",We'd like to get you connected with the experts that can help with your Apple ID. Reach out to them here.,[],[],4,105
944331,billing_account,grounded,auto_handle,"grounded:thread=1980632,rank=0,gated_score=0.75",We'd like to take a look into this. Please send us a DM with any additional information.,[],[],4,88
2890761,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],4,32
2567073,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],5,32
2555444,billing_account,grounded,auto_handle,"grounded:thread=427100,rank=0,gated_score=0.60",We can take a look at this with you. What type of device are you using?,[],[],2,71
2957162,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],0,32
125779,billing_account,grounded,auto_handle,"grounded:thread=1896081,rank=0,gated_score=0.68",Our iTunes Store experts can assist you with changing your Apple ID store region. You can get in touch with them privately for further assistance.,[],[],4,146
719937,billing_account,grounded,auto_handle,"grounded:thread=2029106,rank=0,gated_score=0.77",We can help get you pointed in the right direction. DM us with details on what's happening with the order and we'll go from there.,[],[],4,130
1221968,billing_account,grounded,auto_handle,"grounded:thread=1756276,rank=0,gated_score=0.76",We'd be happy to help with your issue. Please get in touch with our iTunes team for assistance.,[],[],3,95
151441,billing_account,escalate_override,escalate,safety_override:account_or_payment_action,,[],[],5,32
2272011,billing_account,grounded,auto_handle,"grounded:thread=2588330,rank=0,gated_score=0.86",We'd like to help you get to the right place for help. Connect with our iTunes Store Support to start resolving your issue.,[],[],5,123
1820151,battery_drain,escalate_override,escalate,safety_override:physical_or_hardware,,[],[],1,32
2639718,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],2,279
1886570,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],3,279
1909944,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
2056746,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
1224625,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],5,279
338911,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
2008235,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],3,279
40523,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],3,279
633948,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],3,279
908235,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
964868,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],4,279
2076301,battery_drain,policy_fact,auto_handle,canned_template:battery_drain,"Settings > Battery shows which apps have used the most battery - worth starting there. Turning Low Power Mode on helps, and so does turning off Background App Refresh for apps that don't need it. It's also worth checking Settings > General > Software Update for a pending update.",[],[],5,279
406645,battery_drain,escalate_override,escalate,safety_override:physical_or_hardware,,[],[],2,32
