tweet_id,intent,sub_stratum,bug_kw,customer_text
2545684,general_complaint_nonactionable,,True,Hey @BRAND @BRAND I’ve been long time fan of your products but seriously you need to fix IOS11 it’s clunky #iOS11 #appscrash #clunky #slow #keyboarddelays #fixIOS11 #drainsbattery please fix it fast!!!
656278,general_complaint_nonactionable,,True,@BRAND wassup man I️ tried to update my MacBook an my shit crashed 🤦🏽‍♂️
228548,general_complaint_nonactionable,,False,@BRAND @BRAND my iPhone is very slow can we please have another update to fix this? Even hard resetting didn’t help. TIA
1912959,general_complaint_nonactionable,,False,I lost a good ass tweet cause my phone fuckin up. @BRAND wtf YALL FUCKIN DOING BRO
353659,general_complaint_nonactionable,,False,@BRAND wtf did you do to my phone
48013,general_complaint_nonactionable,,False,What is with your stupid fucking update freezing my phone @BRAND @BRAND
2029457,general_complaint_nonactionable,,False,@BRAND my phone is running slow for some reason
1905436,general_complaint_nonactionable,,False,@BRAND when is the next iOS update. This iOS 11 has been so glitchy. Makes me want to toss my phone. iOS 10 was nice and stable.
2007715,general_complaint_nonactionable,,False,IM TIRED OF THIS DAMN GLITCH FIX IT @BRAND
1787993,general_complaint_nonactionable,,False,"Alright @BRAND my phone has crashed five times this week, Ive restarted it &amp; let it die But this shits starting to piss me off Boutta switch"
1163429,general_complaint_nonactionable,,False,Yo @BRAND you man have mashed my phone up with this new update 😡
2645654,general_complaint_nonactionable,,False,"@BRAND - apple officially sucks - nothing works and I can't get any help. Probably spent about 6k on Apple products over the last 4 years, and the this shit is no longer working properly!!!!!"
96973,general_complaint_nonactionable,,False,I didn't buy an $800 phone for it to stop working the first year. @BRAND
1915990,general_complaint_nonactionable,,False,@BRAND yes good evening my phone is 6 months old AND THIS UPDATE DONE FUCKED MY PHONE FIX IT PLS
1508001,general_complaint_nonactionable,,False,My shit trippin!!! @BRAND we need to talk
659510,general_complaint_nonactionable,,False,@BRAND won't let me update my phone☹️. I think that means they owe me a new phone☺️.
2299848,general_complaint_nonactionable,,False,My iPhone is so slow since @BRAND updated the software #MoggyWheel
2363009,general_complaint_nonactionable,,False,"The bugs in IOS 11 are horrible, literally every update makes it worse. @BRAND"
2729052,general_complaint_nonactionable,,False,GG @BRAND on your latest iPhone software....wtf everything is super slow on my 7+
152957,general_complaint_nonactionable,,False,@BRAND Why have you ruined efficiency for old iPhone customers w this latest update? I’m a devoted customer and wish I could spend 1k on the new iPhone but can’t. I write this message very slowly with my iPhone 6 updates w your latest software. Why!?!?!?
2212859,general_complaint_nonactionable,,False,@BRAND you better fix this bug please like holy fuck
2793215,general_complaint_nonactionable,,False,When are @BRAND going to sort a decent update that doesn’t constantly make my phone freeze 😡😡
619495,general_complaint_nonactionable,,False,My mac has just decided to break and all the things for summit is on there and I am FREAKING OUT RN @BRAND why has the new software update messed up my laptop?
1478047,general_complaint_nonactionable,,False,Phone acting retarded but im not updating my shit @BRAND y'all got me fucked up
794470,general_complaint_nonactionable,,False,@BRAND ios11 broke my phone thx
1989455,general_complaint_nonactionable,,False,"I’m an owner of the iPhone 8, I’m very disappointed @BRAND"
2899056,general_complaint_nonactionable,,False,"@BRAND there are so many bugs with this latest iOS, they’re interfering with my ability to do my job. I shouldn’t have to keep powering down my cell to correct your mistakes. Get👏🏾 your👏🏾 shit👏🏾 to👏🏾ge👏🏾ther!!👏🏾"
2980242,general_complaint_nonactionable,,False,Bruh I can see my background while I’m on twitter 🙄 wth is wrong with my phone 😤 @BRAND
1838891,general_complaint_nonactionable,,False,@BRAND why are you updates so shit to the point that my phone will unlock and then not do anything else?? can I sue?? im so mad
1790380,general_complaint_nonactionable,,False,Amazing. The moment @BRAND announces the new iPhones and the new software drops...my Iphone 6 goes to complete garbage. One reset a day
1697327,general_complaint_nonactionable,,False,@BRAND has been really annoying lately fix yo shit
150002,general_complaint_nonactionable,,False,"Dear @BRAND, why can I download countless apps and take all the photos in the world but there's never room on my phone for a single song on @USER, even when I delete almost everything. Are you being a sneaky prawn?🍤"
256736,general_complaint_nonactionable,,False,@BRAND why the fuck my phone start freezing every time the new one come out
262612,general_complaint_nonactionable,,False,Phones fucked won't turn on hey thanks @BRAND 👌🏼
1833677,general_complaint_nonactionable,,False,"@BRAND IPhone 7 stuck on the home screen for the 11th time, now late for work, thanks again!"
2169713,general_complaint_nonactionable,,False,"@BRAND Hi, why is my iPhone 7 struggling to work. I’ve only had it for about 6 months and it’s seriously the worst thing ever. You give me trust issues. I just want a working phone is that too much to ask for? 😣"
1944282,general_complaint_nonactionable,,False,".@BRAND oh look, just had to restart my phone again."
587012,general_complaint_nonactionable,,False,It’s 0700 and my phone has already started this bullshit @BRAND. Restart x 1. Get it together. @BRAND
1949743,general_complaint_nonactionable,,False,Hey @BRAND thanks for making my iPhone utterly unusable with the new update! Love it. https://t.co/e3KsUyhd4O
2500949,general_complaint_nonactionable,,False,I bet you @BRAND isnt going to fix that update that ruined my cpu.
264850,general_complaint_nonactionable,,False,k well it's 1:41 am and i want sleep i'm sick of this @BRAND @BRAND thank bye night cover tomorrow if my computer decides to be nice
1846682,general_complaint_nonactionable,,False,@BRAND is the update okay for the 6s now? My phone keeps telling me to update to 11.0.3 but to scared Incase my phone messes up again
1931179,general_complaint_nonactionable,blind_spot,False,@BRAND @BRAND never purchase an Apple product again. My Mac is not working &amp; cannot get an appointment for 2 weeks? #poorservice
1206086,general_complaint_nonactionable,blind_spot,False,@BRAND Why is it so difficult to make a Genius Bar appointment online? Very user unfriendly.
935907,general_complaint_nonactionable,blind_spot,False,.. @BRAND gotta fix the queues at your shops. What's the point in an appointment if I'm still waiting 40mins later? 🙄😔
2355841,general_complaint_nonactionable,blind_spot,False,@USER against my advice my wife &amp; daughter got iPhones a while back. One device shuts down all the time (somehow does not fall under serial number criteria for repair even tho it continues to occur). Other phone is only audible in speakerphone. Neither shld be happening.
31963,general_complaint_nonactionable,blind_spot,False,@BRAND shards of glass literally stabbed me when my screen broke. Fuck you apple I phone.
1989052,general_complaint_nonactionable,blind_spot,False,Hi @BRAND. Bought an #iphone8 from @USER less than 3 weeks ago and screen has already cracked without any unusual use :-(
1354057,general_complaint_nonactionable,blind_spot,False,Please @BRAND fix my faulty new computer. I can’t get an appointment even a week in advance!
867485,general_complaint_nonactionable,blind_spot,False,@BRAND can you just turn up to Apple Stores to get your broken screen fixed?
1353647,general_complaint_nonactionable,blind_spot,False,@BRAND what is the expected time for getting notified an order is ready to pick up in store? Just an Apple Watch...
646788,general_complaint_nonactionable,blind_spot,False,Hey @BRAND i just dropped my iPhone 7 Plus it fell less than 6 inches and it shattered WITH A CASE ON after i just got it fixed a couple of weeks ago I can’t afford a new screen got any help?
2050583,general_complaint_nonactionable,blind_spot,False,@BRAND so are you guys going to replace my phone since your new software makes it glitch like crazy and never work properly?
656660,general_complaint_nonactionable,blind_spot,False,Anyone know if @BRAND @BRAND exchanges the long wires that you buy in the store?
1583854,billing_account,,False,I am trying to change the app store country but I couldn’t.. can you help me with that please ..@BRAND https://t.co/wuTzzXSXJs
2398162,billing_account,,False,"@USER Hi Tim,In distress Apple ID __email__ got charged 600$ while my 2 year old playing real racing on Apple TV.No response post 48hrs by your team"
2320373,billing_account,,False,"@BRAND Hi There. I didn't intend to do this in-app purchase. It prompted pro app with in-app payment and simple touch of touch id went through it. Need a way to refund. Brought toady Nov 13, 2017 https://t.co/S6OWuupdmy"
2062725,billing_account,,False,"@BRAND overnight my Apple ID was hacked, my phone, watch, laptop are in lost mode, I can use my phone but not my laptop - pls help! https://t.co/XwvFLFDGR4"
549597,billing_account,,False,Can I use Apple Pay Cash in the UK? @BRAND
1864265,billing_account,,False,@BRAND why have i been billed £45.20 for netflix??? I dont have it? Never used it! 😑😡😤
604020,billing_account,,False,Can’t update or download FREE apps due to a billing problem? Wtf @BRAND ?? #apple #iPhoneX
1779373,billing_account,,False,@BRAND is there a way to have a family Apple Music package without having my family members able to make purchases using my card?!
1402941,billing_account,,False,Going to a party tonight n can’t upload any pics bc my iCloud is acting up @BRAND @BRAND pls resolve xo
1158023,billing_account,,False,@BRAND hi I need to change my Apple ID email but I have forgotten my security questions please help.
944331,billing_account,,False,"@BRAND i have problem with my icloud, i forget my old number, and i can't get my last back up, help me"
2890761,billing_account,,False,@BRAND Bought expensive new iphone but cannot enter apple ID password - just keeps asking me to reset. Starting to regret my purchase...
2567073,billing_account,,False,I’m drunk and accidentally made an in-app purchase trying to save my panda babies. Please can I have a refund @BRAND. K. Thnx.
2555444,billing_account,,False,@BRAND I’ve recently added a few voucher codes to my iTunes credit balance. Is there anywhere where I can view a statement to see the credits have been applied?
2957162,billing_account,,False,@BRAND y’all best stop charging me for no reason I’m P O O R
125779,billing_account,,False,"@BRAND i would like to change my apple store region but i cant do it 'cause my apple id balance is $0.01, could you please remove it?"
719937,billing_account,,False,@BRAND Whats wrong with my Order W489796150. Please respond to my emails.
1221968,billing_account,,False,"Trying to report a problem w/ me paying for an app I never purchased, but the reporting page keeps going to the log in page. Irony? @BRAND"
151441,billing_account,,False,@BRAND I cancelled my Apple Music subscription before the free trial ended and you’ve been charging me for the past 3 months! 😡 Fuck you.
2272011,billing_account,,False,@BRAND why do I have to enter my debit card info to download FREE apps????
1820151,battery_drain,,False,@BRAND I plugged in my Apple iPhone charger into my IPhone 7 and it didn’t charge? A gold bit on each side has gone black?
2639718,battery_drain,,False,@BRAND is there anyway to check the health of my battery?
1886570,battery_drain,,False,@BRAND My phone battery drains faster post iOS update this week. Is it with al l iPhone 7 users? Are we having another release yet?
1909944,battery_drain,,False,@BRAND why is my iPhone 7plus using battery 3gimes as fast as usual?
2056746,battery_drain,,False,@BRAND w/update 2 ios 11.0.2. bat drains crazy fast when using apps (especially FB). All settings adjusted 4 best but still ocurrs
1224625,battery_drain,,False,"I sat at my desk, phone in 75%... 43 minutes later I'm on 39% @BRAND wtf?"
338911,battery_drain,,False,@BRAND Hate IOS 11.0.2 Battery life non existent. 25% lost in less than an hour.
2008235,battery_drain,,False,"@BRAND - The battery life on my 6 plus has been totally trashed since upgrading to iOS11, can’t get half a day without a charge 😠"
40523,battery_drain,,False,@BRAND is the battery drain using iOS 11.0.2 we’ll know? I can see my battery drain crazy after used on 4G for a couple of min!
633948,battery_drain,,False,@BRAND when is this update going to be fixed. My phone has NEVER lost charge this fast!!!!
908235,battery_drain,,False,#iOS11 battery life sucks in iPhone7. Have to charge twice a day and by evening it’s almost dead.please fix this @BRAND @BRAND
964868,battery_drain,,False,@BRAND sfter updating ios 11 my phones battery is not working properly my phone switch off automatically after10% and it drains fast
2076301,battery_drain,,False,"Hey @BRAND, when are you gonna fix the battery draining issue from the new update? My phone is dying faster than it’s charging 🙄"
406645,battery_drain,,False,iPadPro charges so slowly. ‘Not charging’ at all via travel adapter. Help @BRAND - can go to Apple store &amp; buy something if need be!
323828,battery_drain,,False,"@BRAND my device is ihone 7plus, after updating 11.0.2 IoS my phone battery is draining in two hr of use. Please advice"
736446,battery_drain,,False,@BRAND please release some update my iphone battery is draining so fast even 1.5hrs battery back up seems impossible on 11.0.2
2056531,ios_version_downgrade,,False,"@BRAND New iOS 11 is really SLOW n consumes battery SO FAST. Also diminishes screen sensibility, HATEIT! Wanna go back iOS 10? 😡😡😡 https://t.co/qp6BBTlf3c"
2974488,ios_version_downgrade,,False,Is there a way to downgrade my iPhone 6 back to iOS 10? It upgraded to 11 against my wishes and is now basically unusable. Hey @BRAND #iOS11 sucks.
1896885,ios_version_downgrade,,False,"@BRAND is there a way I can downgrade to IOS 10, this bull you call IOS 11 is screwing with me. Random freezing of apps."
2014915,ios_version_downgrade,,False,Updated to iOS 11.1 &amp; I hate it!!!!! Anyway to go back? @BRAND 😣☹️ @BRAND
1124392,ios_version_downgrade,,False,Hey @BRAND! Could you please resolve the #battery issue on #iOS11? Otherwise i want the option to downgrade..
2042568,ios_version_downgrade,,False,@BRAND #ios11 has totally killed my phone. How do I revert back to iOS10??
1168864,ios_version_downgrade,,False,@BRAND either Help us or Let us downgrade Frm ios 11..!! 😭
2940417,ios_version_downgrade,,False,ASAP!!!⚠️⚠️⚠️🚨🚨🚨Since there’s a problem about ROOT... how can I uninstall MAC OS HIGH SIEERA and go back to my old MAC OS???? @BRAND @USER
286865,ios_version_downgrade,,False,@BRAND my phone didn’t start tripping until I updated it to iOS 11. Can I go back or y’all send me a new phone? This is ridiculous
2042603,ios_version_downgrade,,False,"@BRAND is there a way to go back to iOS 10? #ios11update has major bugs. Hogs battery, home button not working."
2079084,ios_version_downgrade,,False,"@BRAND iOS 11+... iP7P lack of performance, battery draining fast, apps opening slow... is there an easy way to downgrade to 10.3.3?"
2078761,ios_version_downgrade,,False,@BRAND @BRAND my 6sPlus got worst after iOS 1103 updates! My screen is original.Please let us return back to the old iOS !🤦‍♀️😡
2271732,ios_version_downgrade,,False,@BRAND How can I go back to Ios working version #apple #ihatescreenfreeze
852988,ios_version_downgrade,,False,@BRAND can you go back to sign ios10.3.3 on iPhone 6? iOS 11 on the 6 has made my phone unusable! I WANT TO DOWNGRADE ASAP 😭😭
593595,ios_version_downgrade,,False,"Hi @BRAND @BRAND, cancel iOS 11. Roll back iOS 10. Really, my battery is draining like crazy."
2983589,ios_version_downgrade,,False,"@BRAND After some advice. I want to downgrade my iPhone 6 back to IOS10 since IOS11 has left my phone running so slow, if I want to contact someone I might as well use a carrier pigeon as it’ll be quicker. What are the steps to downgrade?"
1875717,ios_version_downgrade,,False,@BRAND My battery life is AWFUL!! Let us roll back to iOS 10 until this issue is fixed. This is about to be a dealbreaker @BRAND
1887771,ios_version_downgrade,,False,"@USER 2/2 apps regularly crash, wifi connection haphazard compared to past -I could go on. Plans to fix or allow reinstall IOS10?"
2206903,non_english,,False,@BRAND je souhaiterai retourner à IOS 10 car malgré les MAJ mon iPhone 6 et mon iPad 4 (IOS 11.3) sont limites inutilisable. Merci
1086844,non_english,,False,Safari no me deja entrar a FB ni abrir links que lleven a FB. 😠😠 @BRAND https://t.co/24WrA1Zevh
559008,non_english,,False,"@BRAND sinds vandaag werkt mijn #iPhone7 slecht, krijg steeds zwart scherm met draaiend wieltje, en opladen gaat ook niet echt soepel. Via de website van @USER gelezen dat je moet updaten, maar dat gaat lekker als je scherm steeds wegvalt! :("
431380,non_english,,False,"IOS 11 sur mon Iphone SE : le tel s’éteint d’un coup, batterie s’use 2x + vite, clavier lag, applis crash, appels impossibles @BRAND"
851244,non_english,,False,@BRAND IOS 11 est une catastrophe sur mon IPhone 6 Plus. IOS11.0.2 n’a absolument réglé aucun bug. A quand un retour à la normal?
957224,non_english,,False,Help me quand tu as « recherche en cours » tous les matin hors service depuis 5 jours et changer carte sim @BRAND . Que fait on ? https://t.co/1FfU9txPIC
904087,non_english,,False,@USER @BRAND @BRAND @USER alınan telefon kutuda bu şekilde çıkmıştır. Kullanılmış ürün mü yolluyorsunuz? AMAN DİKKAT HB! https://t.co/68KTW4Ylkj
2572060,out_of_scope,warranty,False,@BRAND I have an IPhone with applecare+. How it’s work when I give it for reparation in an apple Premium reseller?
1649584,out_of_scope,warranty,False,@BRAND @BRAND your apple care + scam is deceiving can't even order a replacement for me to come pick up in store to do it all at once
694216,out_of_scope,warranty,False,"@BRAND Hey, what's the price to have an iPhone 6 screen replaced and can it be done in store?"
1267719,out_of_scope,warranty,False,@BRAND Will i get International Warranty on iPhone purchased this year???
2278627,out_of_scope,warranty,False,I have apple care but wondering if that applies to headphones? My one earbud stopped working that I got in April with my phone? @BRAND
1579090,out_of_scope,warranty,False,@BRAND how can I purchase applecare for my new iPhone ?
1804440,out_of_scope,phishing,False,@BRAND getting phone messages advising me of iCloud breach.. asks me to call a number. I think it's a scam. Please advise
1586269,out_of_scope,phishing,False,"@BRAND Hi! My mom just got a fraudulent email from apple, is there a way for me to forward it to you guys so people don't get fooled?"
762521,out_of_scope,phishing,False,@BRAND is this scam?? i’ve never even heard of this app😂 https://t.co/YtWwJqz1qZ
2807607,out_of_scope,phishing,False,@BRAND can you please investigate the email I received below? Looks like scam. https://t.co/9HUajMeLJt
1212752,out_of_scope,phishing,False,Hey @BRAND: are you really going to let https://t.co/OTtHOiZp7H-hosted phishers borrow your identity like this? https://t.co/srFTIHNpsQ
822693,out_of_scope,phishing,False,@BRAND just had an email from __email__' is it a real account or a scam??
2095637,out_of_scope,meta,False,@BRAND i couldn’t fit all the issues with the new iOS 11.0.2 into 140 characters. https://t.co/NxbMo5AjQ0
1907948,out_of_scope,meta,False,.@BRAND 140 characters is not enough room to enumerate all the issues my iPhone is having since updating to iOS 11.03 #phonetherapy?
1963169,out_of_scope,meta,False,@BRAND @BRAND @USER am i gonna have to tag all your twitter accounts to get answers about this i issue.
1584663,out_of_scope,meta,False,.@BRAND has the masses upset about this glitch with the letter “eye” but tweeting this account is obviously not the way to reach them 🤷🏽‍♀️ https://t.co/9TdY0CZ95y
2185519,out_of_scope,meta,False,"having 280 characters now is kind of scary because ya know ""with great power comes great responsibilities"" So I wanted to make sure my first tweet with all of these extra characters was fire but now I'm just babbling. So please @BRAND, fix the whole A ? thing. It's pissing me off"
2777580,out_of_scope,meta,False,.@BRAND @BRAND Why does #Safari 11.0.1 #Twitter share still have only 140 characters? #socialmediamarketing #socialmedia #macOSHighSierra https://t.co/ufZTMxDLwn
